,Unnamed: 0,Unnamed: 0.1,hid,建案名稱,每坪單價(萬元/坪),每坪單價(低),每坪單價(高),均價,基地地址-縣市,基地地址-鄉鎮區,基地地址,格局規劃,交屋時間,預期完工,基地面積(坪),棟戶規劃,樓層規劃,結構工程,用途規劃,土地分區,投資建設,建材說明,建築設計,營造公司,建造執照,使用執照
67,67,67,110362,麗寶大藝術家B區,20~21萬元/坪,20.0,21.0,20.5,桃園市,八德區,廣興二路69號,三房(41坪)、四房(49坪)、2+1房(34坪),隨時交屋,,1999,3棟，184戶住家，6戶店面,地上17層，地下2層,RC,住家用,第二種住宅區,寶贊開發事業股份有限公司,暫無,陳明偉建築師事務所,中福營造股份有限公司,(102)桃縣工建執照字第會德00090-02號,(104)桃市都建使字第德01288號
68,68,68,119469,承家如邑,19.5~21.5萬元/坪,19.5,21.5,20.5,宜蘭縣,頭城鎮,頭濱路三段301巷(頭城鎮公所對面),二房(28~29坪)、三房(28~29坪),,2021年5月,193,1棟，16戶住家,地上5層,RC,住家用,住宅區,承家建設有限公司,RC結構、櫻花三機、TOTO衛浴、百德鋁門窗+10mm強化玻璃、木紋地磚,富彥建築師事務所,立盛昌營造,(108)(1)(11)建管建字第00009號,暫無
69,69,69,118344,臻幸福,18~20萬元/坪,18.0,20.0,19.0,新竹縣,湖口鄉,光明街64號旁,三房(35坪),,2019年10月,223,1棟，21戶住家,地上7層，地下1層,RC,住家用,住宅區,禾欣建設,櫻花三機、COSY衛浴、60*60拋光石英磚,逸華建築師事務所,達昱營造,107-00241,暫無
70,70,70,117709,品未來NO.5,14.8~18.6萬元/坪,14.8,18.6,16.7,苗栗縣,苗栗市,國華路,二房(31坪)、三房(40~44坪)、四房(57坪),,2020年6月,968,3棟，108戶住家，3戶店面,地上10層，地下1層,RC,住家用,住宅區,宏捷建設,櫻花廚具、三洋地磚、TOTO衛浴,余政芳建築師,利榮營造,107-00023,暫無
71,71,71,113902,河畔HAPPY,14.5~20萬元/坪,14.5,20.0,17.25,高雄市,楠梓區,德富街286巷,二房(20~21坪)、三房(34~39坪),,隨時交屋,580,1棟，108戶住家,地上14層，地下3層,暫無,住家用,暫無,象田建設,鋼筋混凝土；全棟防水施作；雨水回收系統、光電板系統、綠能電動機車充電系統,許堅倚,暫無,105-2056,暫無
72,72,72,104524,Part2,115萬元/坪,115.0,,115.0,台北市,中山區,南京東路二段41巷3弄4號旁,開放格局(16~26坪),,2019年12月,81,1棟，16戶住家，1戶店面,地上7層，地下3層,RC,住家用,住三,廣朋實業,毛胚交屋,黃翔龍,萬鈞,103-0311,暫無
73,73,73,120023,十二月．滿,25~28萬元/坪,25.0,28.0,26.5,台中市,北屯區,樹孝路與太順五街口,四房(46坪),,2021年6月,345,1棟，44戶住家，1戶店面,地上14層，地下3層,RC,住商用,第三種住宅區,大城營建機構-台灣亞銳士(6171),櫻花三機廚具、九灃系統廚櫃、德瑞克衛浴、電子鎖、德國全棟濾水系統,大容聯合建築師事務所,大晟營造,103中都建字第01274號,暫無
74,74,74,119915,富躍居Ⅲ,16.5~19萬元/坪,16.5,19.0,17.75,台中市,沙鹿區,福鹿街,二房(23坪),,2020年5月,158,1棟，20戶住家,地上5層,RC,住家用,第四種住宅區,躍鴻開發建設有限公司,聚晶釉拋光石英磚　 櫻花廚具 TOTO衛浴,宋盛榮建築師事務所,寶錸營造,108中都建字第00292號,暫無
75,75,75,119801,御柏苑,19.5~25萬元/坪,19.5,25.0,22.25,新竹市,香山區,延平路二段365號,地坪（21~40坪）、建坪（67~90坪）,,2020年3月,300.38,12棟，12戶住家，5戶店面,地上5層,RC,住商用,鄉村區乙種建築用地,鷁崎建設股份有限公司,待定。,洪振平建築師事務所,金統營造工程股份有限公司,(107)府工建字第00280號,暫無
76,76,76,119304,廉永翔品3期,26~45萬元/坪,26.0,45.0,35.5,新北市,林口區,松柏路,三房(41.34坪)、四房(56.63坪),,2020年8月,238.38,1棟，18戶住家，2戶店面，1戶管委會空間,地上10層，地下2層,RC,住商用,第二種住宅區,廉永建設有限公司,廚房：豪山，喜特麗 衛浴：ToTo 地磚：冠軍,蔡廷芳建築師事務所,岱立營造工程股份有限公司,105林建字第00130-01號,暫無
77,77,77,119217,萬吉樂山,16~18萬元/坪,16.0,18.0,17.0,屏東縣,屏東市,建國路、建興南路口,二房(27坪)、三房(40坪)、四房(46坪),,2021年第三季度,1070,2棟，72戶住家，8戶店面,地上14層，地下2層,RC,住家用,住宅區(住一),益銳建設股份有限公司,廚具：廚具搭配人造石檯面，抽油煙機、瓦斯爐、烘碗機等三機採用國內第一大品牌--櫻花牌，並附廚下淨水器、不鏽鋼製廚房龍頭及大型單槽洗濯槽。 衛浴：瓷器採用TOTO衛浴設備，並搭配不鏽鋼臉盆龍頭及精緻高級衛浴配件，衛浴間採乾溼分離設計，主浴附免治馬桶座。 其他：長庚生物科技諧振活化水處理器、浴室防臭總存水彎、三合一感應式門鎖等 ,朱文明建築師　,園泰營造股份有限公司,A區(107)屏府城管建(屏)字第01178號、B區(107-1068號),暫無
78,78,78,118036,花見,85~90萬元/坪,85.0,90.0,87.5,台北市,中山區,長安東路一段40號,一房(13坪)、二房(20坪)、2+1房(30坪),,2020年8月,109.2,1棟，35戶住家，1戶店面,地上10層，地下3層,RC,住商用,商三特,愛妃爾建設機構-雄興建設　,廚房：進口門板.BOSCH微波烤箱.自動加熱設備 衛浴：美國KOLHER.KART.德國HANSGORHE五金 地磚：木紋磚 智能雲端監控,久太聯合建築師事務所、周泰良,愛妃爾建設股份有限公司,108建字第0008號,暫無
79,79,79,117471,光世代,14.9~19.1萬元/坪,14.9,19.1,17.0,台南市,歸仁區,大廟一街28巷21弄,三房(30坪)、2+1房(25坪),,2020年3月,368.54,2棟，44戶住家,地上7層,RC,住家用,鄉村區乙種建築用地,泰嵿霖建設,櫻花歐化整體檯面廚具(皇家人造石檯面、不鏽鋼龍頭集水槽)、Svago烤箱、AmericanStandard美標衛浴、AI智慧門禁監控,莊惠名,暫無,(107)南工造字第03298號,暫無
80,80,80,115820,圓禾向青,25~29萬元/坪,25.0,29.0,27.0,高雄市,左營區,文府路vs重仁路,二房(20~28坪)、三房(34.81坪),,2019年第四季度,484,3棟，93戶住家，2戶店面,地上15層，地下3層,RC,住商用,第三種住宅區,圓禾建設,廚具：櫻花；衛浴：TOTO,張文懋,-,(106)高市工建築字第02138號,暫無
81,81,81,120030,人見人愛,17~18萬元/坪,17.0,18.0,17.5,台南市,歸仁區,崙頂一街,二房(23坪)、三房(29~31坪),,2020年8月,255,1棟，25戶住家,地上6層,RC,住家用,住宅區,鼎舜建設有限公司,太陽能iHouse智慧宅、錦鋐氣密窗,林澤森建築師事務所,隆興營造有限公司,(107)南工造字第04965-01號,暫無
82,82,82,119860,聯上WE,25~29萬元/坪,25.0,29.0,27.0,高雄市,鳳山區,文安街文鳳路口,二房(21~26坪)、三房(32~46坪),,2024年1月,1172,2棟，221戶住家，1戶店面,地上15層，地下3層,RC,住商用,第三之二種住宅區,聯上實業股份有限公司,TOTO衛浴、櫻花廚具、全棟淨活水,張文明建築師事務所,美力營造股份有限公司,(108)高市工建築字第00312號,暫無
83,83,83,118704,心天畝,33~34萬元/坪,33.0,34.0,33.5,新北市,五股區,水碓二路、水碓七路口,二房(30坪)、三房(40坪)、四房(50坪),,2020年第一季度,915,6棟，60戶住家，12戶店面,地上6層，地下2層,RC,住商用,第二種住宅區,泓利建設,RC結構,廖錦盈建築師事務所,春木林營造,106-00205,暫無
84,84,84,118371,璞樂,25~26萬元/坪,25.0,26.0,25.5,桃園市,桃園區,永定二街21號後方,二房(25~29坪)、三房(35~38坪)、四房(45.88坪),,2019年12月,1016.43,4棟，105戶住家，8戶店面,地上10層，地下3層,RC,住商用,住宅區,和峻建設股份有限公司,廚具：檯面可選樣式、色系 衛浴：DB磚3種樣式 油漆：可換色,拓璞聯合建築師事務所,國城營造有限公司,(106)桃市都建執照字第會桃00536-01號,暫無
85,85,85,116640,仁里欣願-大樓,16.6~18.8萬元/坪,16.6,18.8,17.7,台中市,清水區,忠孝路,二房(23~25坪),,2020年下半年,244,1棟，27戶住家,地上7層，地下1層,RC,住家用,第四種住宅區,仁里建設,暫無,童健程建築師事務所,仁里營造工程有限公司,107中都建字第00116號,暫無
86,86,86,115759,唐霞觀,22萬元/坪,22.0,,22.0,新竹縣,竹北市,新國街,三房(36坪)、3+1房(42坪),,2020年3月,457.38,1棟，52戶住家，4戶店面,地上14層，地下3層,RC,住家用,第一種住宅區,鼎毅建設股份有限公司,暫無,卓玲建築師事務所,展昇營造開發有限公司,(105)府建字第00276號(01),暫無
87,87,87,118648,微笑大未來3,15.5萬元/坪,15.5,,15.5,台中市,沙鹿區,中山路田尾巷,地坪（20~40坪）、建坪（50~60坪）,,2020年下半年,815,37棟，37戶住家,地上4層,RC,住家用,第四種住宅區,豐耀建設有限公司,暫無,王瑞男建築師事務所,暫無,107中都建字第02661、02723、02797號,暫無
88,88,88,116055,冠德羅斯福,140萬元/坪,140.0,,140.0,台北市,中正區,羅斯福路三段,三房(88坪),,2022年上半年,733,1棟，68戶住家，2戶店面，12戶一般事務所,地上22層，地下5層,SRC,住商用,商三特,冠德建設,待定,黃秀莊建築師事務所,根基營造,106-0107,暫無
89,89,89,117424,怡富宜家,48~49萬元/坪,48.0,49.0,48.5,新北市,中和區,國光街215巷,二房(23~27坪)、三房(34~41坪),,2023年6月,760,1棟，203戶住家，4戶店面,地上24層，地下6層,RC,住家用,住宅區,怡富開發建設股份有限公司,RC+美國航太制震,張維哲建築師事務所,東生工程,107中建字第284號,暫無
90,90,90,119482,花寓藏,95~98萬元/坪,95.0,98.0,96.5,台北市,士林區,小北街30號,一房(15~19坪)、二房(22坪),2019年5月,,208.72,1棟，44戶住家,地上9層，地下1層,RC,住家用,商三特,築翫建設開發股份有限公司,國際牌衛浴、德國進口五金、toto排風機大金冷氣主機,高鴻文建築師事務所,華林營造股份有限公司,104建字第0272號,108使字第0028號
91,91,91,119798,金色山脈,21~23萬元/坪,21.0,23.0,22.0,基隆市,中正區,新豐街161巷,四房(57~82坪),時間待定,,122.5,2棟，18戶住家,地上10層，地下1層,RC,住家用,第二種住宅區,岩大建設有限公司,暫無,暫無,富民營造股份有限公司,(106)基府都建字第00026號,暫無
92,92,92,114776,宸岳首品,23萬元/坪,23.0,,23.0,新竹市,北區延,平路一段357巷,三房(30~34坪),隨時交屋,,264.68,2棟，33戶住家,地上7層，地下2層,RC,住家用,鄉村區乙種建築用地,宸岳建設股份有限公司,林內廚具、TOTO衛浴、冠軍磁磚、高級鏡箱與毛巾架、鑄鋁鋼木藝術玄關門+電子鎖、氣密窗+8mm強化玻璃等,黃俊憲建築師事務所,韋立營造有限公司,(105)府工建字第00078號,暫無
93,93,93,118064,龍騰,28~34萬元/坪,28.0,34.0,31.0,高雄市,鼓山區,明誠四路25號,三房(50.94坪)、四房(50.94~98.46坪),隨時交屋,,1151.9,1棟，213戶住家，3戶店面,地上29層，地下6層,RC,住商用,特定第四種商業區,龍騰建設股份有限公司,廚具：婦友-Artego 衛浴：V&B面盆、INAX免治馬桶,林子森林伯諭聯合建築師事務所,天玉營造股份有限公司,(103)高市工建築字第02050號,(107)高市工建築使字第01896號
94,94,94,115480,裕盛樸森林,30~35萬元/坪,30.0,35.0,32.5,台中市,南屯區,文昌街VS文昌街227巷,三房(40坪),隨時交屋,,277,1棟，30戶住家，2戶店面,地上9層，地下3層,RC,住商用,第二種住宅區,裕盛建設,KOHLER衛浴 櫻花廚具,陳怡鈞,裕弘營造,106中都建字第00314號,暫無
95,95,95,115581,文心森林,43~49萬元/坪,43.0,49.0,46.0,台中市,南屯區,向心路近五權西路,四房(57~70坪),,2019年12月,338,1棟，84戶住家，4戶店面(辦公室),地上24層，地下5層,RC,住商用,第四種商業區,國雄建設,暫無,王森主　,全豐營造,103中都建字第03000號,暫無
96,96,96,114070,福懋雋詠,27~29萬元/坪,27.0,29.0,28.0,高雄市,前金區,成功一路416號,四房(68~77坪),隨時交屋,,213,1棟，41戶住家，3戶店面,地上15層，地下4層,RC,住家用,暫無,福懋建設股份有限公司,,林子森林伯諭聯合建築師事務所,暫無,(103)高市工建築字第00495號,(106)高市工建築使字第00712號
97,97,97,107033,森達美術館,38萬元/坪,38.0,,38.0,新北市,林口區,仁愛二路(立德公園旁),二房(21~29坪)、三房(41坪),,隨時交屋,460,1棟，108戶住家，4戶店面,地上13層，地下4層,RC,住商用,第五種住宅區,森達開發有限公司,櫻花廚具、TOTO衛浴,廖錦盈建築師事務所,晉福營造,103林建字第00105-01號,暫無
98,98,98,116767,世界市-環球館,30萬元/坪,30.0,,30.0,新北市,林口區,文化北路二段550巷30弄,二房(28.62坪)、三房(42.31坪),隨時交屋,,508.23,1棟，44戶住家,地上12層，地下2層,RC,住家用,住二,協和建設,待定,彭康祐,洛城營造,104林建字第00196號,107林使字第00484號
99,99,99,116099,聯上捷運之星,16~18萬元/坪,16.0,18.0,17.0,高雄市,楠梓區,後昌路120號,二房(20~23坪)、三房(31~40坪)、四房(47坪),,2022年上半年,1287.74,2棟，476戶住家，6戶店面,地上15層，地下5層,RC,住商用,第三種特定商業專用區,聯立建設,SVAGO單口電陶爐、櫻花牌檯面式兩口玻璃爐、Lifegear浴室暖風機、SVAGO獨立式洗脫烘、櫻花牌懸吊式烘碗機、 櫻花牌超薄隱藏式白色除油煙機、Hansgrohe淋浴設備、 HCG淋浴設備&馬桶 ,張文明建築師事務所,美力營造,107高市工建築字第00387號,暫無
100,100,100,118220,允將福砌,22~23萬元/坪,22.0,23.0,22.5,台中市,大里區,鐵路街,二房(23~27坪),,2020年下半年,960,2棟，141戶住家,地上9層，地下2層,RC,住家用,鄉村區乙種建築用地,大有地產開發股份有限公司,建材說明：SA級續接器、雨水回收、車道E-TEG、ONE-TOUCH、地下室誘導式排風、社區不斷水斷電系統、允將E-HOME系統、維夫拉克3合1電子鎖、櫻花廚具、德國太格木。,陳吉彰建築師事務所,東霙營造股份有限公司,107中都建字第00910號,暫無
101,101,101,116363,上東城,20~22萬元/坪,20.0,22.0,21.0,台南市,仁德區,文心路,二房(26坪)、三房(36坪),,2020年下半年,3826,5棟，1150戶住家，5戶店面,地上24層，地下4層,RC,住商用,商業區「商2」,興富發建設股份有限公司,櫻花廚具、SVAGO感應式電爐、和成RO濾水器、樂奇4合1冷暖風機、INAX免治馬桶、ForceLock電子鎖,梁正芳建築師事務所,齊裕營造股份有限公司,(106)南工造字第03170-1號,暫無
102,102,102,111555,崑?庭,26~33萬元/坪,26.0,33.0,29.5,高雄市,鼓山區,馬卡道路422號,三房(50坪)、四房(58~60坪),隨時交屋,,409,1棟，65戶住家，4戶店面,地上23層，地下4層,暫無,住家用,暫無,崑庭建設,暫無,張文懋,暫無,102-3670-04,暫無
103,103,103,110877,中山凱宴,120~130萬元/坪,120.0,130.0,125.0,台北市,中山區,新生北路二段68巷8號,二房(20~26坪)、三房(32坪),隨時交屋,,509,1棟，157戶住家,地上12層，地下5層,暫無,住家用,暫無,博元建設,暫無,李天鐸,暫無,99-0457,暫無
104,104,104,107167,峰景敦仁,72萬元/坪,72.0,,72.0,新北市,三重區,新北大道一段8號,四房(72~88坪),隨時交屋,,715,1棟，99戶住家，1戶店面,地上26層，地下5層,RC,住商用,住宅用地,峰景建設股份有限公司,BOSCH、YAMAHA精品廚具、Panasonic馬桶、Hansgrohe龍頭、花灑、KOHLER面盆、冷氣:三菱重工VRV空調室外機、BEAM分離式病原塵清淨機(美國)、全熱式交換器(三菱電機),陳浩怡、周兆熊建築師事務所,潤泰集團-潤弘精密工程,88-0297,103-0512
105,105,105,112231,天畝苑,26~29萬元/坪,26.0,29.0,27.5,高雄市,左營區,文自路383號,3+1房(55~121坪),隨時交屋,,568,1棟，65戶住家，2戶店面,地上18層，地下3層,暫無,住家用,暫無,本業建設,暫無,林子森,暫無,101-1740,105-1623
106,106,106,103681,怡華躍龍門,48~58萬元/坪,48.0,58.0,53.0,新北市,三重區,仁愛街99號,三房(45坪)、四房(60坪)、開放格局(21坪),隨時交屋,,452,2棟，73戶住家，2戶店面,"地上11,15層，地下2層",RC,住家用,住宅用地,怡華實業股份有限公司,"★全棟兩房已完銷 目前可售格局為大三房～四房、店面★ 豪宅指定英國STUDOR通氣防疫系統 全棟長庚淨水活水系統 日本YKK頂級氣密窗5MM+5MM膠合LOW-E玻璃 日本林內三機(瓦斯爐/抽油煙機/烘碗機),電器櫃(炊飯櫃/義大利INDESIT烤箱) 日本TOTO衛浴設備/WASHLET系列免治馬桶,PANASONIC暖風機 社區分棟一卡通安全控管  ",翁清源,新億營造工程有限公司,建102-0071,105重使字第00352號
107,107,107,112176,民生高峰會,33~43萬元/坪,33.0,43.0,38.0,高雄市,新興區,民生一路360、362號,三房(89~97坪),隨時交屋,,376,1棟，54戶住家,地上29層，地下5層,SRC,住家用,第三種特定商業專用區,慶旺建設股份有限公司,暫無,石昭永建築師事務所,慶旺營造有限公司,(103)高市工建築字第00247-02號,(107)高市工建築使字第00357號
